Fecha,Usuario,COP/Kwh-PPP,Gwh
2019-10-01,Regulados,209.56170498948504,3593.647342500001
2019-10-01,NoRegulados,187.07178407064148,2892.9881991200036
2019-11-01,Regulados,208.8813145586378,3531.4481595000016
2019-11-01,NoRegulados,190.03606808722827,2789.267695020004
2019-12-01,Regulados,209.77575024081813,3512.4711816999975
2019-12-01,NoRegulados,189.68303923272552,2903.643421830009
2020-01-01,Regulados,218.8954675308731,3272.2493548100024
2020-01-01,NoRegulados,192.4273031122381,3036.5169728800083
2020-02-01,Regulados,219.93073824490443,2969.32227556
2020-02-01,NoRegulados,190.963057583817,2987.295220659996
2020-03-01,Regulados,220.46265594859923,3208.63478258
2020-03-01,NoRegulados,191.6240706773603,2983.9034712900057
2020-04-01,Regulados,218.71267909810223,3086.8666022999964
2020-04-01,NoRegulados,192.20857922921564,2490.4262229099945
2020-05-01,Regulados,218.76963925350196,3342.0195627900002
2020-05-01,NoRegulados,190.33665255727593,2793.2332517500076
2020-06-01,Regulados,218.76174960311235,3427.2989769600013
2020-06-01,NoRegulados,190.00107160726932,2850.382847559993
2020-07-01,Regulados,218.27115683693384,3763.161641620001
2020-07-01,NoRegulados,189.10647575443082,3017.1635837800077
2020-08-01,Regulados,219.6366806632398,3774.387550470001
2020-08-01,NoRegulados,190.45545326477114,3018.6168587100083
2020-09-01,Regulados,219.96508598040893,3645.140670749999
2020-09-01,NoRegulados,190.5421497661841,2985.973214209989
2020-10-01,Regulados,221.47601129837147,3607.048115040003
2020-10-01,NoRegulados,192.36769869661498,3083.6750543699945
2020-11-01,Regulados,221.13983589749483,3591.045787209998
2020-11-01,NoRegulados,191.60742955102793,2973.1900830999894
2020-12-01,Regulados,221.02437082141654,3509.6459943600007
2020-12-01,NoRegulados,191.91185209100024,3067.5432364000017
2021-01-01,Regulados,229.33253513221342,3223.6608118600016
2021-01-01,NoRegulados,196.62626919088387,2975.185599920008
2021-02-01,Regulados,233.99995483552067,2886.317534180006
2021-02-01,NoRegulados,203.21583249509348,2889.7401379000034
2021-03-01,Regulados,237.39257022557737,3295.14768713
2021-03-01,NoRegulados,204.64184619090636,3168.48555638
2021-04-01,Regulados,240.68752306606248,3268.0194003099978
2021-04-01,NoRegulados,207.68549557720968,3048.3441804599984
2021-05-01,Regulados,246.0727815740347,3674.3207666300023
2021-05-01,NoRegulados,211.43982570317115,3045.9099613599983
2021-06-01,Regulados,247.5428509666608,3675.203081649995
2021-06-01,NoRegulados,212.35960136353387,3181.7955909200014
2021-07-01,Regulados,250.8101788598986,3959.455068220003
2021-07-01,NoRegulados,215.26499064384015,3487.643059689992
2021-08-01,Regulados,252.2083638420267,3914.271977220006
2021-08-01,NoRegulados,215.89073957340085,3455.7852005099976
2021-09-01,Regulados,254.25569205992244,3834.7468258799986
2021-09-01,NoRegulados,217.99394424881532,3430.413399880002
2021-10-01,Regulados,257.2207412237432,3903.665294240002
2021-10-01,NoRegulados,220.7317027891342,3551.512005949995
2021-11-01,Regulados,261.86571999009004,3811.0027282499964
2021-11-01,NoRegulados,224.93973136832906,3434.377437060002
2021-12-01,Regulados,266.1040577114065,3715.7597723700023
2021-12-01,NoRegulados,233.01885391630807,3424.14585474
2022-01-01,Regulados,257.9503421327173,3451.8152796099853
2022-01-01,NoRegulados,240.87446819417133,3430.123295849998
2022-02-01,Regulados,265.8354395222456,3137.870434339988
2022-02-01,NoRegulados,246.50949963223096,3201.74574325
2022-03-01,Regulados,269.76951699665454,3493.3005402899935
2022-03-01,NoRegulados,249.55860695567557,3514.1566617600006
2022-04-01,Regulados,270.8767876232299,2640.3543279499936
2022-04-01,NoRegulados,249.14861973118678,2711.3275451399995
